	PMIDs	nDCG@5	nDCG@10	nDCG@15	nDCG@20	nDCG@25	nDCG@50
429	22773788	0.6992	0.6267	0.5904	0.5482	0.5905	0.7356
430	22781128	0.8573	0.8127	0.8264	0.7897	0.7998	0.8581
431	22786455	0.7739	0.646	0.5898	0.5705	0.5208	0.7428
432	22787421	0.2145	0.2104	0.1872	0.287	0.3471	0.5093
433	22788775	0.6003	0.4981	0.508	0.5282	0.5329	0.7434
434	22790083	0.786	0.8611	0.8632	0.8198	0.7822	0.8768
435	22808152	0.8869	0.9266	0.9431	0.9527	0.959	0.9104
436	22829559	0.7261	0.5728	0.5665	0.5956	0.6234	0.7958
437	22837652	0.6765	0.7412	0.7686	0.8074	0.8332	0.8756
438	22846910	0.9026	0.7491	0.7181	0.7198	0.698	0.8819
439	22847841	0.8151	0.8338	0.8711	0.87	0.8331	0.8792
440	22864452	0.9026	0.8926	0.8543	0.8332	0.8375	0.8915
441	22869835	0.7021	0.664	0.6936	0.7457	0.7618	0.8994
442	22888088	0.0	0.0694	0.1345	0.1384	0.2008	0.4553
443	22889878	0.8688	0.6371	0.5093	0.4895	0.5308	0.675
444	22902541	0.5635	0.4827	0.4775	0.4853	0.533	0.7705
445	22911369	0.733	0.7573	0.7375	0.6713	0.6262	0.8376
446	22918483	1.0	0.9087	0.8096	0.7968	0.7704	0.8908
447	22933281	0.3264	0.2744	0.2469	0.3535	0.4047	0.5851
448	22933780	0.7699	0.8065	0.8183	0.8487	0.8506	0.892
449	22949186	0.5069	0.4409	0.4917	0.5133	0.4827	0.6359
450	22950463	0.6992	0.5826	0.5471	0.5816	0.5557	0.7635
451	22963712	0.4444	0.3581	0.4034	0.4862	0.5402	0.6959
452	22970586	0.7739	0.8533	0.8863	0.8821	0.8801	0.8953
453	22977347	0.3392	0.3571	0.4204	0.4685	0.5107	0.6209
454	22978443	0.8539	0.8563	0.7977	0.7432	0.6876	0.8415
455	23022822	0.0	0.067	0.065	0.0909	0.1143	0.3086
456	23048016	1.0	0.9576	0.9372	0.9019	0.8976	0.9017
457	23086876	0.8539	0.8088	0.7494	0.6801	0.6423	0.806
458	23105930	0.786	0.6579	0.6411	0.6026	0.6294	0.7546
459	23116406	0.76	0.6893	0.5943	0.5913	0.6776	0.8268
460	23136197	0.1401	0.2842	0.3472	0.4092	0.4082	0.5125
461	23143100	0.4323	0.4151	0.4902	0.5896	0.6028	0.7653
462	23144185	0.8573	0.7746	0.8252	0.8094	0.7987	0.8515
463	23151488	0.6864	0.543	0.5681	0.5697	0.5697	0.724
464	23152332	0.9026	0.8013	0.846	0.8502	0.8159	0.8827
465	23154511	0.8869	0.9266	0.8841	0.9035	0.8981	0.8936
466	23163347	0.0565	0.0655	0.1367	0.1724	0.228	0.4717
467	23178487	0.9125	0.9432	0.956	0.9411	0.9309	0.9125
468	23189200	0.4747	0.6595	0.6279	0.5829	0.5487	0.6755
469	23198807	0.6765	0.7901	0.6874	0.6844	0.664	0.8145
