	PMIDs	nDCG@5	nDCG@10	nDCG@15	nDCG@20	nDCG@25	nDCG@50
100	15750021	0.0	0.0	0.1201	0.1201	0.1201	0.3082
101	15750022	0.0	0.0	0.0	0.0	0.0	0.1944
102	15965651	0.786	0.6278	0.6714	0.6665	0.6748	0.8173
103	16007665	0.0	0.0	0.0	0.0	0.1356	0.2466
104	16043887	0.6399	0.4153	0.4122	0.4329	0.504	0.6299
105	16081539	0.3333	0.3844	0.4873	0.5295	0.549	0.6649
106	16093308	0.8688	0.6094	0.5661	0.5398	0.5633	0.8548
107	16094440	1.0	1.0	1.0	1.0	1.0	0.9907
108	16103662	0.3558	0.3558	0.3558	0.3558	0.3558	0.4091
109	16105897	0.3742	0.3678	0.3913	0.4199	0.4569	0.653
110	16131522	0.4394	0.5511	0.5731	0.5591	0.5891	0.7311
111	16135747	1.0	0.9134	0.8422	0.7892	0.8175	0.8977
112	16155417	0.2463	0.2463	0.4551	0.4551	0.4551	0.5332
113	16179230	0.6132	0.6132	0.6132	0.6132	0.6132	0.7213
114	16218947	0.8573	0.7158	0.749	0.724	0.7255	0.8691
115	16241381	0.2443	0.2339	0.3519	0.3556	0.443	0.6043
116	16276087	0.0	0.0	0.0739	0.1397	0.1397	0.3456
117	16397721	0.8539	0.7476	0.667	0.6985	0.7158	0.8449
118	16447990	0.3333	0.4247	0.4326	0.4579	0.5264	0.7097
119	16506285	0.5296	0.556	0.54	0.5451	0.58	0.6918
120	16521777	0.5994	0.5595	0.5704	0.5509	0.5935	0.7037
121	16566382	1.0	0.8553	0.8403	0.833	0.8554	0.8901
122	16601688	0.9125	0.9432	0.836	0.8192	0.8256	0.9151
123	16757516	1.0	0.9095	0.87	0.7924	0.7676	0.8876
124	16823370	0.9026	0.8879	0.9131	0.9049	0.855	0.9127
125	16890544	0.8869	0.8109	0.7625	0.808	0.8074	0.9025
126	16901835	0.6427	0.6326	0.5354	0.6266	0.7131	0.7896
127	16907761	0.5155	0.4584	0.4891	0.5684	0.5924	0.6364
128	16912318	0.6312	0.666	0.7127	0.7267	0.7448	0.8321
129	16971484	0.6725	0.6797	0.5864	0.5706	0.5933	0.7434
130	16990133	0.9125	0.8224	0.8316	0.8366	0.8143	0.8606
131	17016590	0.7443	0.6944	0.6151	0.5673	0.5535	0.7316
132	17052726	0.6534	0.6599	0.6528	0.7008	0.6957	0.8615
133	17053462	1.0	1.0	0.9693	0.9744	0.9778	0.9409
134	17106734	0.8573	0.8633	0.8649	0.8309	0.8355	0.8886
135	17173172	0.0487	0.033	0.0822	0.0964	0.2009	0.3725
136	17384424	1.0	0.8913	0.8682	0.8228	0.8194	0.8829
137	17432971	0.8304	0.8475	0.792	0.7158	0.7096	0.8071
138	17440421	0.5635	0.4524	0.4852	0.5095	0.5288	0.6609
139	17468739	0.6725	0.691	0.7321	0.6955	0.7314	0.8476
140	17481788	1.0	0.9537	0.9324	0.9437	0.9336	0.9289
141	17516585	0.2203	0.2792	0.297	0.3898	0.4638	0.627
142	17545548	0.6312	0.7118	0.7475	0.724	0.6899	0.8004
143	17566986	0.6238	0.542	0.5559	0.5408	0.5702	0.7639
144	17610375	0.0	0.0231	0.2155	0.2289	0.3183	0.4808
145	17622342	0.5904	0.6095	0.6993	0.6785	0.6969	0.759
146	17646292	0.8573	0.6702	0.6252	0.6421	0.6208	0.7884
147	17786212	1.0	0.9576	0.938	0.9484	0.9553	0.9473
148	17882260	1.0	1.0	1.0	1.0	0.9823	0.9457
149	17892473	0.1568	0.2904	0.4354	0.4679	0.4473	0.6025
150	17971238	0.7699	0.7723	0.7027	0.6633	0.6763	0.8744
151	18056062	0.9026	0.6783	0.7267	0.7596	0.8206	0.8779
152	18059179	0.1765	0.283	0.3555	0.3756	0.378	0.5998
153	18183416	0.8869	0.8336	0.8118	0.8206	0.8447	0.9068
154	18205018	0.8869	0.9266	0.8815	0.8579	0.877	0.8829
155	18251859	1.0	1.0	1.0	0.9659	0.9705	0.9814
156	18304324	0.3594	0.3972	0.4793	0.4737	0.4968	0.6406
157	18338187	0.9125	0.891	0.8856	0.8829	0.8444	0.9225
158	18344517	1.0	0.9134	0.8422	0.757	0.7896	0.9131
159	18378899	0.6312	0.7607	0.7861	0.7992	0.7899	0.8254
160	18381744	0.9026	0.8674	0.8673	0.7885	0.7814	0.8569
161	18410943	0.8539	0.9052	0.9265	0.9388	0.947	0.9561
162	18413752	0.1696	0.1604	0.1846	0.2747	0.3429	0.4603
163	18429037	0.5566	0.4993	0.5922	0.6261	0.6402	0.7402
164	18433328	0.9125	0.9432	0.8651	0.8155	0.8049	0.892
165	18453094	0.8869	0.9266	0.9005	0.9171	0.8753	0.9121
166	18460145	0.6863	0.7427	0.6728	0.6728	0.7156	0.8356
167	18463710	0.7021	0.6678	0.6835	0.6472	0.6411	0.8223
168	18474424	1.0	0.9537	0.9324	0.9218	0.8963	0.9031
169	18517834	0.6985	0.4745	0.4547	0.4902	0.5782	0.7712
170	18568360	0.7739	0.7908	0.7689	0.72	0.7407	0.8054
171	18588689	0.5531	0.4806	0.5526	0.5533	0.5243	0.6799
172	18592171	1.0	0.9306	0.9462	0.9336	0.8886	0.93
173	18597555	0.8573	0.8062	0.7873	0.7795	0.7731	0.8781
174	18605818	0.7739	0.6814	0.7282	0.748	0.7153	0.8223
175	18618656	0.786	0.7975	0.8004	0.8015	0.8281	0.8472
176	18631179	0.5087	0.3301	0.3251	0.4712	0.4712	0.6309
177	18643969	0.8573	0.865	0.8646	0.8654	0.8305	0.8808
178	18652504	0.5734	0.679	0.6928	0.7443	0.7242	0.8226
179	18657576	0.4125	0.4551	0.5369	0.5688	0.572	0.7141
180	18658245	0.5635	0.5349	0.5377	0.5422	0.5933	0.7616
181	18690426	1.0	1.0	1.0	0.955	0.9436	0.9248
182	18712298	1.0	0.9537	0.935	0.9004	0.8957	0.9343
183	18712299	0.8573	0.8585	0.8586	0.8149	0.8035	0.8734
184	18713445	1.0	1.0	0.9392	0.9262	0.9361	0.9202
185	18754079	1.0	0.9053	0.8959	0.8917	0.9063	0.8904
186	18762802	0.7699	0.6629	0.7387	0.7143	0.7078	0.8456
187	18822041	0.6312	0.6047	0.5437	0.5686	0.6328	0.739
188	18832363	0.6725	0.7386	0.7058	0.6657	0.6741	0.8167
189	18834211	1.0	1.0	1.0	0.9784	0.9637	0.9678
190	18844215	0.8573	0.8633	0.8357	0.8632	0.8639	0.8865
191	18852131	0.262	0.2863	0.2997	0.4006	0.3694	0.5269
192	18930433	0.6765	0.6889	0.7271	0.7281	0.7291	0.8334
193	18992910	1.0	0.9576	0.9372	0.9478	0.9272	0.9038
194	19012896	0.3313	0.3991	0.421	0.4548	0.4978	0.6387
195	19031310	0.8869	0.8401	0.7867	0.8009	0.8102	0.8722
196	19033550	1.0	1.0	1.0	1.0	0.9819	0.9695
197	19109306	1.0	0.9511	0.9015	0.8957	0.8737	0.9176
198	19158309	1.0	0.9511	0.8747	0.8287	0.8164	0.8961
199	19199887	0.7699	0.7602	0.8141	0.8233	0.8294	0.8929
200	19211699	0.9026	0.8416	0.8181	0.8258	0.8308	0.8756
201	19212951	0.9125	0.8249	0.8335	0.8176	0.842	0.878
202	19212952	0.9026	0.9368	0.8177	0.8032	0.7582	0.899
203	19216435	1.0	1.0	1.0	1.0	1.0	0.9904
204	19218317	0.6725	0.691	0.7314	0.7314	0.749	0.8465
205	19223899	0.5453	0.5114	0.5606	0.5834	0.5946	0.756
206	19306877	0.589	0.5923	0.5931	0.6174	0.6687	0.8221
207	19325741	0.8869	0.9266	0.8823	0.902	0.8968	0.907
208	19357087	0.7375	0.6367	0.6565	0.6718	0.6483	0.7645
209	19400705	0.8573	0.9074	0.8991	0.8928	0.8896	0.8881
210	19402753	0.5734	0.5835	0.6324	0.5709	0.5874	0.768
211	19423038	0.3957	0.4907	0.4813	0.4909	0.544	0.709
212	19424294	0.6608	0.7336	0.7333	0.778	0.7899	0.8502
213	19429505	0.9125	0.8943	0.8754	0.8736	0.8906	0.8729
214	19459974	0.6725	0.5745	0.5955	0.6479	0.7573	0.8532
215	19475631	0.4852	0.5534	0.5057	0.5207	0.5674	0.7062
216	19481676	0.6043	0.5092	0.4683	0.5625	0.5859	0.6888
217	19497796	0.0805	0.0641	0.2235	0.2675	0.2675	0.3916
218	19509160	0.6595	0.5875	0.6369	0.5942	0.578	0.7651
219	19509264	0.4831	0.4633	0.427	0.4243	0.5286	0.6784
220	19528978	1.0	1.0	0.9552	0.8392	0.8074	0.856
221	19539124	0.3829	0.4052	0.4458	0.4423	0.469	0.6719
222	19554038	0.786	0.667	0.5942	0.6488	0.6148	0.7993
223	19575587	1.0	1.0	0.9709	0.9311	0.9048	0.9269
224	19578149	1.0	1.0	1.0	1.0	1.0	0.9564
225	19687567	0.0	0.1753	0.1585	0.2088	0.2592	0.4833
226	19704706	0.5635	0.6704	0.7445	0.7414	0.7225	0.8493
227	19738636	0.7443	0.7376	0.7368	0.7249	0.7161	0.833
228	19739086	0.6568	0.7773	0.7975	0.8087	0.8167	0.861
229	19754110	0.9125	0.891	0.8272	0.7892	0.7817	0.8678
230	19760540	0.5339	0.5888	0.6069	0.5497	0.5114	0.6627
231	19783626	0.9026	0.9368	0.8894	0.8625	0.8635	0.9287
232	19815685	0.9125	0.9432	0.9269	0.9391	0.9473	0.9386
233	19874723	0.8151	0.7789	0.7995	0.8111	0.7823	0.8632
234	19901993	0.3939	0.405	0.4046	0.4427	0.5212	0.6587
235	19911947	1.0	0.9576	0.9096	0.9024	0.8795	0.9141
236	19913618	0.0	0.2141	0.1802	0.2312	0.2736	0.5054
237	19932022	0.9125	0.9432	0.956	0.9402	0.8938	0.8983
238	19953549	0.4617	0.5348	0.5328	0.4775	0.5302	0.715
239	19953550	0.7665	0.687	0.6958	0.7154	0.7304	0.862
240	20005547	0.8869	0.8336	0.7644	0.7592	0.7732	0.8907
241	20018841	1.0	1.0	1.0	0.9565	0.9359	0.9238
242	20029167	0.214	0.2867	0.3417	0.3417	0.3417	0.5483
243	20037478	0.4208	0.4432	0.4844	0.5666	0.5696	0.6857
244	20043062	0.7995	0.6358	0.6259	0.638	0.698	0.8196
245	20058250	0.8573	0.811	0.7919	0.7829	0.7225	0.8628
246	20075921	0.9026	0.8944	0.8606	0.8401	0.8262	0.8895
247	20087656	1.0	1.0	1.0	1.0	1.0	1.0
248	20097120	0.9125	0.8447	0.7889	0.7568	0.7895	0.8737
249	20135181	0.5594	0.5323	0.575	0.5796	0.5466	0.7478
250	20140905	0.8151	0.7472	0.734	0.8282	0.8488	0.8892
251	20156279	0.3333	0.3649	0.4257	0.471	0.5335	0.7093
252	20192741	0.7699	0.8065	0.85	0.8532	0.8369	0.8792
253	20192744	0.8869	0.7813	0.8006	0.7678	0.7446	0.8366
254	20202166	0.9125	0.7516	0.8075	0.8174	0.7882	0.8784
255	20231438	0.7699	0.6827	0.7359	0.7191	0.7272	0.7821
256	20304729	1.0	1.0	0.9268	0.8839	0.8644	0.9036
257	20331867	0.2768	0.3185	0.362	0.3651	0.4572	0.6436
258	20417093	1.0	0.9576	0.8748	0.8958	0.8923	0.9756
259	20434330	1.0	1.0	0.9408	0.8834	0.899	0.9104
260	20457442	0.5531	0.501	0.5624	0.6162	0.6162	0.7913
261	20483501	0.8869	0.9266	0.9124	0.882	0.8625	0.8984
262	20493683	0.8869	0.9266	0.8823	0.902	0.8612	0.8823
263	20515503	0.7557	0.6937	0.6751	0.6617	0.6523	0.8003
264	20523001	0.3333	0.4408	0.5159	0.6075	0.6208	0.6547
265	20526106	0.5168	0.4531	0.4546	0.5378	0.5833	0.7166
266	20530704	0.4617	0.4572	0.4297	0.3975	0.3975	0.6052
267	20541636	0.7021	0.6369	0.5747	0.6173	0.6642	0.7975
268	20543885	0.5982	0.5695	0.5153	0.5327	0.5474	0.7293
269	20572796	0.7739	0.7619	0.7864	0.8221	0.846	0.8685
270	20581693	0.1052	0.1194	0.1194	0.1419	0.2038	0.3696
271	20616783	0.6886	0.6579	0.6536	0.6647	0.6994	0.8204
272	20619762	1.0	1.0	1.0	0.9781	0.9631	0.9097
273	20626203	0.9026	0.7517	0.7182	0.6985	0.661	0.8307
274	20627589	0.7739	0.7628	0.8161	0.7788	0.7727	0.8285
275	20664591	0.2262	0.3242	0.3339	0.3832	0.4326	0.5784
276	20682055	0.0	0.0	0.0	0.0	0.1678	0.3555
277	20682712	0.5839	0.586	0.6424	0.5754	0.5831	0.698
278	20697706	0.8151	0.7913	0.7784	0.8155	0.8045	0.8763
279	20699654	0.7443	0.6333	0.6302	0.6574	0.6952	0.7762
280	20705178	0.6608	0.6835	0.6955	0.7026	0.7246	0.839
281	20800867	0.6878	0.6988	0.7082	0.6901	0.6846	0.8051
282	20804791	0.4273	0.5859	0.6473	0.6605	0.6701	0.8564
283	20818429	0.2328	0.2981	0.4113	0.4926	0.4752	0.6128
284	20846589	0.214	0.4115	0.43	0.4629	0.5049	0.6418
285	20923857	0.2846	0.4087	0.4652	0.5228	0.5145	0.6886
286	20940062	0.7261	0.6615	0.6052	0.6927	0.6654	0.7848
287	20943761	0.7163	0.6512	0.5877	0.5903	0.6215	0.7558
288	20951029	1.0	1.0	1.0	0.9342	0.9431	0.9324
289	20976349	1.0	0.9511	0.9621	0.9242	0.9343	0.9381
290	21041684	0.8573	0.8585	0.8612	0.8062	0.7957	0.8849
291	21058317	0.3486	0.3853	0.5235	0.4576	0.4849	0.6915
292	21062932	0.5982	0.6397	0.6742	0.7308	0.7352	0.8246
293	21094045	1.0	0.9087	0.8985	0.848	0.7973	0.8835
294	21106489	0.3751	0.4556	0.4695	0.56	0.5974	0.6987
295	21106551	0.3029	0.3688	0.4302	0.5122	0.5411	0.6506
296	21113235	0.2846	0.4585	0.4071	0.4433	0.4867	0.657
297	21125367	0.0	0.1301	0.163	0.2505	0.2505	0.3201
298	21126980	1.0	0.9069	0.8987	0.826	0.8309	0.884
299	21128641	1.0	0.8573	0.8003	0.7896	0.7997	0.8861
300	21143860	0.3008	0.4136	0.412	0.4099	0.378	0.5962
301	21156660	0.4208	0.6241	0.6034	0.5588	0.6586	0.7437
302	21156727	1.0	1.0	1.0	1.0	0.9735	0.969
303	21166410	1.0	0.9069	0.8994	0.9163	0.8743	0.9363
304	21168481	0.3594	0.3066	0.3831	0.4345	0.444	0.645
305	21176926	0.6568	0.7331	0.6578	0.6708	0.6611	0.806
306	21212869	1.0	0.8149	0.8274	0.7885	0.7588	0.9249
307	21231250	0.5635	0.6505	0.6099	0.5962	0.632	0.7595
308	21246733	1.0	0.9537	0.9049	0.8767	0.8567	0.9287
309	21261972	0.1153	0.2244	0.292	0.2824	0.2921	0.5339
310	21262517	0.472	0.4953	0.5582	0.601	0.6677	0.7267
311	21264403	0.8573	0.7376	0.7682	0.7173	0.7017	0.8308
312	21296745	0.7995	0.6944	0.7046	0.7431	0.7722	0.83
313	21316495	0.6652	0.5678	0.6022	0.7102	0.7102	0.8139
314	21332802	0.6786	0.6319	0.6618	0.6885	0.6885	0.7794
315	21335431	0.8573	0.865	0.8063	0.7945	0.7689	0.8545
316	21345472	1.0	0.9477	0.8704	0.8702	0.8347	0.9218
317	21352235	1.0	0.9576	0.8788	0.8991	0.859	0.9007
318	21358988	0.6933	0.6185	0.6586	0.6586	0.6915	0.8041
319	21383419	1.0	1.0	1.0	1.0	1.0	0.9566
320	21389632	1.0	1.0	1.0	1.0	1.0	0.9692
321	21397062	0.6725	0.6988	0.7063	0.6323	0.612	0.765
322	21437654	0.1461	0.1461	0.1461	0.1461	0.2221	0.4179
323	21453701	0.7699	0.6655	0.709	0.735	0.7529	0.8552
324	21466279	0.3333	0.3326	0.4154	0.3885	0.4336	0.5636
325	21468030	0.1489	0.3024	0.323	0.4087	0.4322	0.6127
326	21472281	0.5531	0.5531	0.6478	0.6478	0.6478	0.7748
327	21472348	0.214	0.3569	0.3184	0.4127	0.4544	0.6073
328	21472859	0.8151	0.8359	0.7827	0.7972	0.7891	0.8644
329	21476793	0.0	0.1357	0.1357	0.1357	0.238	0.331
330	21479832	1.0	1.0	0.9716	0.9763	0.9611	0.928
331	21496004	0.0848	0.3441	0.3441	0.3441	0.3925	0.3925
332	21511872	1.0	0.9558	0.934	0.9219	0.9143	0.8987
333	21515771	0.8869	0.7911	0.809	0.7959	0.8233	0.8587
334	21526969	0.5594	0.6618	0.7088	0.7133	0.7155	0.8189
335	21531831	0.3452	0.2692	0.3637	0.4354	0.4316	0.6387
336	21533463	0.151	0.151	0.2565	0.2565	0.2565	0.3257
337	21548781	1.0	0.9095	0.8982	0.8478	0.8501	0.951
338	21590508	0.9026	0.8926	0.9168	0.9307	0.94	0.9521
339	21597961	1.0	1.0	1.0	1.0	1.0	0.9806
340	21603854	0.8151	0.7103	0.7437	0.7419	0.7415	0.872
341	21604374	0.786	0.5737	0.6534	0.6534	0.7087	0.7981
342	21613409	0.5801	0.5536	0.6008	0.6372	0.6343	0.7323
343	21621018	0.4468	0.423	0.464	0.4338	0.4667	0.6666
344	21638042	0.7995	0.7812	0.8013	0.8114	0.8367	0.8684
345	21652483	0.8573	0.8122	0.8544	0.8565	0.8579	0.8931
346	21660574	1.0	1.0	1.0	1.0	1.0	0.9802
347	21673185	0.0	0.0595	0.2534	0.2964	0.2964	0.3688
348	21680884	1.0	0.9337	0.9486	0.9572	0.963	0.9483
349	21725296	0.5453	0.645	0.6019	0.6014	0.6554	0.7803
350	21742805	0.4125	0.4056	0.4313	0.4246	0.4912	0.6222
351	21779393	0.3751	0.4988	0.5491	0.553	0.5559	0.6734
352	21802197	0.4208	0.4768	0.6152	0.6133	0.6271	0.6695
353	21822285	0.5182	0.5535	0.6355	0.665	0.6475	0.773
354	21887827	0.1312	0.1657	0.229	0.3702	0.3702	0.4766
355	21901277	0.8869	0.8744	0.8709	0.8487	0.8513	0.8704
356	21903632	0.6568	0.6474	0.6382	0.6986	0.6819	0.8364
357	21911475	0.4724	0.4399	0.4298	0.4656	0.5835	0.6964
358	21912695	0.6164	0.5005	0.4601	0.4692	0.5292	0.7285
359	21914192	0.4748	0.6592	0.6195	0.6164	0.5954	0.7259
360	21914651	0.8869	0.7911	0.7021	0.6545	0.6718	0.8264
361	21961645	0.3333	0.4352	0.4985	0.582	0.6145	0.7413
362	21969591	0.5157	0.5609	0.6605	0.6553	0.6667	0.7698
363	21971999	0.8573	0.865	0.8954	0.8906	0.8876	0.8929
364	21975598	0.9026	0.9368	0.9193	0.9105	0.8686	0.9368
365	21983106	0.6469	0.6762	0.749	0.7468	0.7808	0.8511
366	21998555	0.4105	0.3669	0.4775	0.4857	0.5304	0.6996
367	22093148	1.0	1.0	1.0	1.0	1.0	0.9805
368	22102219	0.7995	0.8236	0.8325	0.8374	0.8232	0.8714
369	22105488	0.6765	0.6693	0.6553	0.6931	0.6877	0.7945
370	22121373	0.7714	0.7531	0.686	0.6981	0.6819	0.858
371	22130892	0.0713	0.106	0.1766	0.1621	0.1719	0.433
372	22130895	0.737	0.6764	0.7143	0.7026	0.711	0.7817
373	22147516	0.4307	0.4912	0.5466	0.6225	0.6012	0.7826
374	22173548	0.5651	0.6435	0.615	0.6344	0.5989	0.7623
375	22174369	0.29	0.2375	0.2377	0.3093	0.332	0.4285
376	22193955	0.4881	0.5045	0.5788	0.5442	0.5663	0.7241
377	22194297	0.8151	0.7789	0.7403	0.7392	0.7558	0.8718
378	22194685	0.3333	0.4352	0.542	0.5838	0.6004	0.7439
379	22245099	0.9125	0.8056	0.7842	0.8512	0.9047	0.9548
380	22245354	1.0	0.9364	0.9507	0.9015	0.8433	0.8727
381	22247157	1.0	1.0	1.0	1.0	0.9826	0.9593
382	22268428	0.5417	0.4814	0.4832	0.5735	0.6176	0.7027
383	22268691	0.8573	0.7665	0.819	0.8266	0.7957	0.8738
384	22286770	0.5525	0.6039	0.5846	0.6361	0.62	0.7188
385	22287892	0.123	0.1386	0.1205	0.1631	0.1631	0.3846
386	22287896	0.1696	0.1265	0.1948	0.3129	0.3667	0.516
387	22287898	0.0	0.1026	0.1428	0.1428	0.1428	0.229
388	22287912	0.0782	0.1577	0.176	0.2075	0.2665	0.369
389	22289989	0.1428	0.154	0.1592	0.3294	0.3294	0.4503
390	22293015	0.8869	0.6714	0.6562	0.6421	0.6908	0.8333
391	22293854	0.8573	0.7686	0.7283	0.708	0.7109	0.8902
392	22316179	0.0619	0.0517	0.0517	0.0517	0.0517	0.3569
393	22326562	0.9026	0.8879	0.7931	0.7835	0.7407	0.901
394	22334061	0.3459	0.3583	0.3153	0.3372	0.4374	0.5954
395	22347718	0.7739	0.8533	0.8287	0.7905	0.7734	0.8522
396	22360221	0.9125	0.7979	0.7681	0.7381	0.7407	0.8935
397	22371325	0.9125	0.8039	0.7589	0.7104	0.7132	0.8598
398	22396478	0.5	0.6979	0.7081	0.6806	0.6592	0.7416
399	22402262	0.6608	0.647	0.6674	0.7231	0.7426	0.82
400	22407055	0.8304	0.7714	0.7767	0.7262	0.7096	0.7968
401	22443318	0.6992	0.5958	0.6418	0.6007	0.5824	0.7611
402	22448264	1.0	0.7889	0.747	0.7899	0.802	0.8818
403	22450260	0.8539	0.7753	0.7371	0.7488	0.7825	0.8886
404	22473976	0.6608	0.731	0.7624	0.7806	0.81	0.8397
405	22493700	1.0	0.8875	0.8843	0.8028	0.7883	0.8692
406	22503145	0.6312	0.6741	0.5821	0.6289	0.6625	0.8307
407	22508028	0.4208	0.5542	0.6379	0.6665	0.662	0.7583
408	22511603	0.6992	0.4537	0.4048	0.4048	0.4911	0.6769
409	22521243	0.208	0.3181	0.3034	0.3418	0.3628	0.5491
410	22544657	0.6329	0.618	0.7655	0.7655	0.7975	0.7975
411	22546611	0.7739	0.7602	0.7267	0.7505	0.7485	0.8369
412	22546823	0.5476	0.5937	0.6972	0.7288	0.7346	0.7764
413	22552786	0.0924	0.2015	0.2206	0.266	0.2863	0.5065
414	22553375	0.0	0.0	0.0961	0.0961	0.0961	0.221
415	22569528	0.3452	0.366	0.3774	0.4135	0.507	0.7246
416	22575017	0.7896	0.6384	0.6417	0.6808	0.7	0.8108
417	22584173	0.4625	0.5806	0.5656	0.6126	0.6516	0.7211
418	22614173	0.2768	0.2754	0.3344	0.3681	0.3909	0.646
419	22645347	0.9125	0.8648	0.8328	0.8053	0.7863	0.8318
420	22660439	0.6062	0.6101	0.7077	0.7167	0.7231	0.84
421	22664741	0.2773	0.3015	0.3212	0.2862	0.323	0.5363
422	22671536	0.9125	0.9059	0.8395	0.8505	0.8668	0.9313
423	22698284	0.7896	0.7998	0.7558	0.7301	0.7305	0.8586
424	22730495	0.5734	0.622	0.6464	0.6829	0.6717	0.8159
425	22738915	0.4166	0.4775	0.4671	0.4612	0.4792	0.6705
426	22749424	1.0	0.9576	0.9671	0.9726	0.9937	0.9937
427	22761950	0.8688	0.8512	0.841	0.8024	0.8028	0.8264
428	22773746	0.9125	0.8023	0.7884	0.8019	0.8104	0.8741
429	22773788	0.6097	0.4902	0.4395	0.3771	0.4481	0.6701
430	22781128	0.7896	0.773	0.824	0.8084	0.8167	0.8737
431	22786455	1.0	0.9048	0.775	0.7134	0.6885	0.8116
432	22787421	0.3296	0.3444	0.4549	0.4875	0.5176	0.6212
433	22788775	0.743	0.634	0.65	0.648	0.6447	0.787
434	22790083	1.0	0.8774	0.8574	0.8581	0.8772	0.8885
435	22808152	1.0	1.0	1.0	0.9773	0.9629	0.9238
436	22829559	0.6043	0.6991	0.6153	0.6243	0.602	0.7638
437	22837652	0.8573	0.865	0.8662	0.8667	0.8846	0.8991
438	22846910	0.7443	0.6952	0.6728	0.7049	0.7124	0.8612
439	22847841	0.8573	0.8122	0.8227	0.8089	0.7814	0.878
440	22864452	1.0	0.8988	0.8607	0.8841	0.8812	0.9228
441	22869835	0.3333	0.4298	0.48	0.5484	0.6027	0.7741
442	22888088	0.0	0.0212	0.0679	0.1421	0.1813	0.4109
443	22889878	0.5148	0.3602	0.3655	0.33	0.3267	0.5923
444	22902541	0.5594	0.4801	0.4471	0.5303	0.5971	0.7803
445	22911369	0.786	0.8187	0.7578	0.7332	0.7068	0.8225
446	22918483	0.9026	0.825	0.8051	0.7831	0.7667	0.8804
447	22933281	0.2826	0.237	0.2922	0.398	0.4492	0.596
448	22933780	1.0	0.9558	0.935	0.9459	0.9353	0.9243
449	22949186	0.5855	0.5591	0.524	0.5018	0.5318	0.6437
450	22950463	0.4852	0.3447	0.3875	0.357	0.4014	0.6482
451	22963712	0.4469	0.4127	0.4482	0.4589	0.4902	0.6805
452	22970586	0.8869	0.9266	0.9431	0.9527	0.9237	0.9225
453	22977347	0.3392	0.2934	0.3636	0.4117	0.4545	0.6769
454	22978443	1.0	0.8359	0.8728	0.8941	0.8909	0.8761
455	23022822	0.0	0.0	0.0307	0.0835	0.0835	0.295
456	23048016	1.0	0.9558	0.9367	0.9026	0.8806	0.8979
457	23086876	0.8151	0.6426	0.6504	0.5981	0.5629	0.8052
458	23105930	0.6608	0.5645	0.5761	0.613	0.584	0.7028
459	23116406	0.6568	0.6114	0.6223	0.6799	0.6965	0.8188
460	23136197	0.1261	0.2392	0.3274	0.3716	0.3576	0.5236
461	23143100	0.3333	0.418	0.4536	0.4947	0.527	0.7315
462	23144185	0.9125	0.8486	0.8251	0.7869	0.7804	0.8532
463	23151488	0.7995	0.568	0.553	0.6221	0.6371	0.8246
464	23152332	0.7443	0.7329	0.7354	0.7797	0.7734	0.8605
465	23154511	0.7739	0.8533	0.8863	0.8834	0.8807	0.8731
466	23163347	0.3452	0.3006	0.3287	0.3656	0.3541	0.5358
467	23178487	1.0	1.0	0.9693	0.9744	0.9778	0.9413
468	23189200	0.5146	0.6303	0.6283	0.6258	0.5885	0.6817
469	23198807	0.9026	0.7338	0.7937	0.7719	0.7303	0.873
470	23220691	0.8869	0.7368	0.7343	0.7342	0.7343	0.8666
471	23222299	0.7215	0.7441	0.6788	0.6514	0.6307	0.7516
472	23232447	0.3879	0.3563	0.3376	0.3423	0.4274	0.6228
473	23238088	0.6278	0.6633	0.68	0.7109	0.7316	0.819
474	23238821	0.8573	0.7681	0.7903	0.8039	0.7944	0.8945
475	23255122	0.4307	0.4658	0.4206	0.406	0.4679	0.7426
476	23260180	0.7021	0.8067	0.8501	0.8533	0.8551	0.8701
477	23266025	0.2626	0.2932	0.3949	0.3729	0.3631	0.6255
478	23291766	0.4464	0.5052	0.5258	0.5377	0.5645	0.7923
479	23295254	0.6844	0.6007	0.6007	0.6843	0.6843	0.7913
480	23301099	0.4342	0.5766	0.6314	0.5856	0.5932	0.726
481	23305951	0.3156	0.4221	0.4978	0.523	0.5286	0.6451
482	23315723	0.8573	0.7681	0.702	0.6619	0.6523	0.8488
483	23317047	0.4704	0.3967	0.3967	0.4531	0.555	0.6463
484	23320207	0.3392	0.3392	0.3392	0.3392	0.3392	0.4629
485	23321776	0.4852	0.4329	0.4329	0.4329	0.4329	0.6074
486	23323601	0.6003	0.6421	0.5752	0.5571	0.639	0.8206
487	23338794	0.4597	0.576	0.5548	0.5388	0.5527	0.7318
488	23342204	0.4323	0.3834	0.4023	0.4167	0.4401	0.5908
489	23342270	0.2678	0.4608	0.4543	0.4698	0.509	0.6302
490	23349991	0.8869	0.7813	0.709	0.7407	0.7758	0.8615
491	23350560	0.2826	0.2571	0.3167	0.3161	0.3206	0.5586
492	23364938	0.8573	0.8208	0.8021	0.8137	0.8387	0.8828
493	23371912	0.7061	0.7494	0.6786	0.6484	0.6545	0.79
494	23375892	0.6164	0.6598	0.6513	0.6738	0.692	0.8331
495	23376078	0.5566	0.4968	0.5624	0.5694	0.5463	0.7962
496	23394599	0.7021	0.7789	0.8406	0.8053	0.8037	0.8731
497	23398192	0.5594	0.6717	0.7455	0.7666	0.78	0.8432
